dt,A
39.79097319,0.000110012
39.82229257,0.000110012
39.85450816,0.000110012
39.88631678,0.000110012
39.91783404,0.000110012
39.94949579,0.000110012
39.98120165,0.000110012
40.01332307,0.000110012
40.04492664,0.000110012
40.0763123,0.000110012
40.10756683,0.000110012
40.13866186,0.000110012
40.17105389,0.000110012
40.20264149,0.000110012
40.23376322,0.000110012
40.26520061,0.000110012
40.29659653,0.000110012
40.32810092,0.000110012
40.35943437,0.000110012
40.39043784,0.000110012
40.42090178,0.000110012
40.45179057,0.000110012
40.482831,0.000110012
40.51510596,0.000110012
40.54578185,0.000110012
40.57722783,0.000110012
40.60905933,2.27494E-07
40.64034581,2.27494E-07
40.67109275,2.27494E-07
40.70190597,2.27494E-07
40.73373318,2.27494E-07
40.76514935,2.27494E-07
40.79624915,2.27494E-07
40.82872319,2.27494E-07
40.86011124,2.27494E-07
40.89148164,2.27494E-07
40.92299366,2.27494E-07
40.9531579,2.27494E-07
40.98447251,2.27494E-07
41.01599288,2.27494E-07
41.04744935,2.27494E-07
41.07876492,2.27494E-07
41.10937381,2.27494E-07
41.14036727,2.27494E-07
41.17196536,2.27494E-07
41.2022779,2.27494E-07
41.23274136,2.27494E-07
41.26376748,2.27494E-07
41.2955246,2.27494E-07
41.32698607,2.27494E-07
41.35942388,2.27494E-07
41.3900876,2.27494E-07
41.42111349,2.27494E-07
41.45311904,2.27494E-07
41.48395109,2.27494E-07
41.51549125,2.27494E-07
41.54675722,2.27494E-07
41.57793188,2.27494E-07
41.60921121,2.27494E-07
41.64014769,2.27494E-07
41.67089844,2.27494E-07
41.70173407,2.27494E-07
41.73266578,2.27494E-07
41.76435447,2.27494E-07
41.79511285,2.27494E-07
41.82674599,2.27494E-07
41.85700107,2.27494E-07
41.88807511,2.27494E-07
41.91964102,2.27494E-07
41.9509275,2.27494E-07
41.98193216,2.27494E-07
42.01333761,2.27494E-07
42.04538298,2.27494E-07
42.0763669,2.27494E-07
42.10778403,2.27494E-07
42.13937497,2.27494E-07
42.17020941,2.27494E-07
42.20019865,2.27494E-07
42.23016429,2.27494E-07
42.26161551,2.27494E-07
42.29327536,2.27494E-07
42.32416534,2.27494E-07
42.35548735,2.27494E-07
42.38806725,2.27494E-07
42.41895366,2.27494E-07
42.45037556,2.27494E-07
42.48129582,2.27494E-07
42.51256728,2.27494E-07
42.54417849,2.27494E-07
42.5758822,2.27494E-07
42.60689354,2.27494E-07
42.63807607,2.27494E-07
42.66935778,2.27494E-07
42.70029116,2.27494E-07
42.73189378,2.27494E-07
42.76419353,2.27494E-07
42.795789,2.27494E-07
42.82723069,2.27494E-07
42.85900736,2.27494E-07
42.89025187,2.27494E-07
42.92078495,2.27494E-07
42.95172191,2.27494E-07
42.98368859,2.27494E-07
43.01490235,2.27494E-07
43.04714584,2.27494E-07
43.07841635,2.27494E-07
43.10912108,2.27494E-07
43.14006138,2.27494E-07
43.17123461,2.27494E-07
43.20278835,2.27494E-07
43.23279643,2.27494E-07
43.26406312,2.27494E-07
43.2950635,2.27494E-07
43.32558942,2.27494E-07
43.35679984,2.27494E-07
43.38770652,2.27494E-07
43.41852903,2.27494E-07
43.45046449,2.27494E-07
43.48011112,2.27494E-07
43.51124859,2.27494E-07
43.54277849,2.27494E-07
43.57384992,2.27494E-07
43.60511065,2.27494E-07
43.63642812,2.27494E-07
43.66812468,2.27494E-07
43.6999917,2.27494E-07
43.73135519,2.27494E-07
43.76242089,2.27494E-07
43.79357839,2.27494E-07
43.82483149,2.27494E-07
43.85695148,2.27494E-07
43.88845754,2.27494E-07
43.92026782,2.27494E-07
43.9516542,2.27494E-07
43.98302126,2.27494E-07
44.01376605,2.27494E-07
44.04500103,2.27494E-07
44.07653403,2.27494E-07
44.10847712,2.27494E-07
44.13966322,2.27494E-07
44.17067432,2.27494E-07
44.20126176,2.27494E-07
44.23226333,2.27494E-07
44.26353025,2.27494E-07
44.29449821,2.27494E-07
44.32633352,2.27494E-07
44.35773969,2.27494E-07
44.38861609,2.27494E-07
44.42000747,2.27494E-07
44.45152497,2.27494E-07
44.48294997,2.27494E-07
44.51382256,2.27494E-07
44.54567719,2.27494E-07
44.57622266,2.27494E-07
44.60752892,2.27494E-07
44.63885283,2.27494E-07
44.67007303,2.27494E-07
44.70131207,2.27494E-07
44.73208785,2.27494E-07
44.76302028,2.27494E-07
